Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
5675,29/07/2016,BGC,SWANSEA UNI - PAY,,3085.64,14652.89,Paycheck,Swansea,UK
5676,28/07/2016,DEB,Amazon UK Retail,16.74,,11567.25,Amazon,Swansea,UK
5677,28/07/2016,DEB,Amazon UK Marketpl,13.98,,11583.99,Amazon,Swansea,UK
5678,28/07/2016,DEB,Amazon Svcs Europe,6.68,,11597.97,Amazon,Swansea,UK
5679,28/07/2016,BP,SAVE THE CHANGE,1.32,,11604.65,Savings,Swansea,UK
5680,27/07/2016,DEB,Amazon UK Marketpl,14.22,,11605.97,Amazon,Swansea,UK
5681,27/07/2016,DEB,Amazon UK Marketpl,10.46,,11620.19,Amazon,Swansea,UK
5682,27/07/2016,CPT,LOYD WALES UNIV SW,20.0,,11630.65,Cash,Swansea,UK
5683,27/07/2016,BP,SAVE THE CHANGE,0.01,,11650.65,Savings,Swansea,UK
5684,26/07/2016,DEB,Amazon UK Marketpl,15.99,,11650.66,Amazon,Swansea,UK
5685,25/07/2016,DD,CORGI HOMEPLAN CA,19.5,,11666.65,Home Improvement,Swansea,UK
5686,25/07/2016,BP,SAVE THE CHANGE,1.38,,11686.15,Savings,Swansea,UK
5687,25/07/2016,BGC,UNIVERSITY OF EAST,,167.84,11687.53,Supplementary Income,Swansea,UK
5688,22/07/2016,DEB,Amazon UK Marketpl,18.13,,11519.69,Amazon,Swansea,UK
5689,22/07/2016,DEB,AMAZON UK RETAIL A,9.49,,11537.82,Amazon,Swansea,UK
5690,22/07/2016,CPT,LOYD WALES UNIV SW,50.0,,11547.31,Cash,Swansea,UK
5691,22/07/2016,BP,SAVE THE CHANGE,0.42,,11597.31,Savings,Swansea,UK
5692,21/07/2016,DEB,Amazon UK Retail,9.9,,11597.73,Amazon,Swansea,UK
5693,21/07/2016,DEB,Amazon UK Marketpl,8.68,,11607.63,Amazon,Swansea,UK
5694,21/07/2016,DD,VIRGIN MEDIA PYMTS,27.99,,11616.31,Bills,Nottingham,UK
5695,21/07/2016,BP,SAVE THE CHANGE,0.02,,11644.3,Savings,Swansea,UK
5696,20/07/2016,DEB,EXPEDIA 1126326416,774.98,,11644.32,Travel,,
5697,20/07/2016,BP,SAVE THE CHANGE,0.77,,12419.3,Savings,Swansea,UK
5698,19/07/2016,DEB,Amazon Svcs Europe,12.23,,12420.07,Amazon,Swansea,UK
5699,19/07/2016,BP,SAVE THE CHANGE,0.74,,12432.3,Savings,Swansea,UK
5700,18/07/2016,DEB,EASYJET   EQWFKG,383.96,,12433.04,Travel,,
5701,18/07/2016,DEB,Amazon UK Marketpl,7.3,,12817.0,Amazon,Swansea,UK
5702,18/07/2016,DD,O2,22.81,,12824.3,Other Shopping,Swansea,UK
5703,18/07/2016,BP,SAVE THE CHANGE,0.95,,12847.11,Savings,Swansea,UK
5704,18/07/2016,CPT,SBY  SWANSEA UPL C,50.0,,12848.06,Other Shopping,Swansea,UK
5705,18/07/2016,DEB,Amazon UK Marketpl,23.05,,12898.06,Amazon,Swansea,UK
5706,15/07/2016,CPT,LOYD WALES UNIV SW,50.0,,12921.11,Cash,Swansea,UK
5707,15/07/2016,BGC,SWANSEA UNIVERSITY,,858.01,12971.11,Supplementary Income,Swansea,UK
5708,14/07/2016,BP,SAVE THE CHANGE,1.23,,12113.1,Savings,Swansea,UK
5709,13/07/2016,DEB,Amazon UK Marketpl,32.29,,12114.33,Amazon,Swansea,UK
5710,13/07/2016,DEB,Amazon UK Marketpl,17.48,,12146.62,Amazon,Swansea,UK
5711,13/07/2016,CPT,LOYD WALES UNIV SW,50.0,,12164.1,Cash,Swansea,UK
5712,2016-12-07 00:00:00,CPT,LOYD WALES UNIV SW,50.0,,12214.1,Cash,Swansea,UK
5713,2016-12-07 00:00:00,BP,SAVE THE CHANGE,0.34,,12264.1,Savings,Swansea,UK
5714,2016-11-07 00:00:00,DEB,Amazon UK Marketpl,13.98,,12264.44,Amazon,Swansea,UK
5715,2016-11-07 00:00:00,DEB,Amazon UK Marketpl,8.68,,12278.42,Amazon,Swansea,UK
5716,2016-08-07 00:00:00,CPT,LOYD WALES UNIV SW,60.0,,12287.1,Cash,Swansea,UK
5717,2016-08-07 00:00:00,DD,LV LIFE,37.12,,12347.1,Insurance,Swansea,UK
5718,2016-07-07 00:00:00,DD,ASSURANT INTER LTD,35.56,,12384.22,Insurance,Swansea,UK
5719,2016-07-07 00:00:00,BP,SAVE THE CHANGE,0.71,,12419.78,Savings,Swansea,UK
5720,2016-06-07 00:00:00,FPI,MARIANA MILLS,,300.0,12420.49,Supplementary Income,Swansea,UK
5721,2016-06-07 00:00:00,DEB,NON-STG PURCH FEE,1.0,,12120.49,Others,Swansea,UK
5722,2016-06-07 00:00:00,DEB,NON-STG TRANS FEE,28.89,,12121.49,Others,Swansea,UK
5723,2016-06-07 00:00:00,DEB,ALEXANDER BEACH HO,966.29,,12150.38,Hotels,Malia,Greece
5724,2016-06-07 00:00:00,BP,SAVE THE CHANGE,0.06,,13116.67,Savings,Swansea,UK
5725,2016-05-07 00:00:00,CPT,LOYD SWANSEA UNIVE,30.0,,13116.73,Cash,Swansea,UK
5726,2016-05-07 00:00:00,DEB,Amazon UK Marketpl,39.94,,13146.73,Amazon,Swansea,UK
5727,2016-05-07 00:00:00,BP,SAVE THE CHANGE,0.67,,13186.67,Savings,Swansea,UK
5728,2016-04-07 00:00:00,DEB,Amazon UK Retail,21.33,,13187.34,Amazon,Swansea,UK
5729,2016-04-07 00:00:00,DEB,SWANSEA UNIVERSITY,1100.0,,13208.67,Others,Swansea,UK
5730,2016-04-07 00:00:00,CPT,LNK BRISTOL LANDSI,50.0,,14308.67,Cash,Bristol,UK
5731,2016-01-07 00:00:00,FEE,ACCOUNT FEE,9.95,,14358.67,Bills,Swansea,UK
5732,2016-01-07 00:00:00,DD,NATWEST BANK,828.49,,14368.62,Mortgage,Swansea,UK
5733,2016-01-07 00:00:00,DD,CC SWANSEA C.TAX,127.0,,15197.11,Bills,Swansea,UK
5734,2016-01-07 00:00:00,DD,GOOD ENERGY GAS,43.0,,15324.11,Bills,Swansea,UK
5735,2016-01-07 00:00:00,DD,DWR CYMRU W WATER,29.5,,15367.11,Bills,Swansea,UK
5736,2016-01-07 00:00:00,DD,GOOD ENERGY LTD,13.0,,15396.61,Bills,Swansea,UK
5737,2016-01-07 00:00:00,DD,TV LICENCE MBP,12.12,,15409.61,Bills,Swansea,UK
5738,2016-01-07 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,15421.73,Savings,Swansea,UK
5739,30/06/2016,DD,UCU B ACCOUNT,22.37,,15721.73,Others,Swansea,UK
5740,30/06/2016,BGC,SWANSEA UNI - PAY,,3085.63,15744.1,Paycheck,Swansea,UK
5741,28/06/2016,BP,SAVE THE CHANGE,0.4,,12658.47,Savings,Swansea,UK
5742,27/06/2016,DEB,FOREIGN CASH FEE,2.87,,12658.87,Travel,,
5743,27/06/2016,DEB,Stalida-Malia,191.84,,12661.74,Travel,Malia,Greece
5744,27/06/2016,DEB,ARRIVA TRAINS WALE,72.6,,12853.58,Travel,,
5745,27/06/2016,DEB,J B PEARCE LTD,65.0,,12926.18,Travel,Bristol,
5746,24/06/2016,BP,SAVE THE CHANGE,0.51,,12991.18,Savings,Swansea,UK
5747,23/06/2016,DEB,Amazon UK Marketpl,5.49,,12991.69,Amazon,Swansea,UK
5748,23/06/2016,DD,CORGI HOMEPLAN CA,19.5,,12997.18,Home Improvement,Swansea,UK
5749,22/06/2016,BP,SAVE THE CHANGE,1.02,,13016.68,Savings,Swansea,UK
5750,21/06/2016,CPT,LNK SWANSEA WIND S,50.0,,13017.7,Cash,Swansea,UK
5751,21/06/2016,DEB,Amazon UK Retail,22.49,,13067.7,Amazon,Swansea,UK
5752,21/06/2016,DEB,Amazon UK Marketpl,15.49,,13090.19,Amazon,Swansea,UK
5753,21/06/2016,DD,VIRGIN MEDIA PYMTS,27.99,,13105.68,Bills,Nottingham,UK
5754,21/06/2016,BP,SAVE THE CHANGE,0.67,,13133.67,Savings,Swansea,UK
5755,20/06/2016,DEB,Amazon UK Marketpl,11.99,,13134.34,Amazon,Swansea,UK
5756,20/06/2016,DEB,Amazon UK Marketpl,4.34,,13146.33,Amazon,Swansea,UK
5757,20/06/2016,DEB,SKYPE SUBSCRIPTION,10.0,,13150.67,Bills,Nottingham,UK
5758,17/06/2016,CPT,LOYD WALES UNIV SW,20.0,,13160.67,Cash,Swansea,UK
5759,17/06/2016,BP,SAVE THE CHANGE,0.94,,13180.67,Savings,Swansea,UK
5760,16/06/2016,DEB,Amazon UK Marketpl,5.06,,13181.61,Amazon,Swansea,UK
5761,16/06/2016,DD,O2,16.83,,13186.67,Other Shopping,Swansea,UK
5762,15/06/2016,BP,SAVE THE CHANGE,0.64,,13203.5,Savings,Swansea,UK
5763,14/06/2016,DEB,Amazon UK Marketpl,3.36,,13204.14,Amazon,Swansea,UK
5764,14/06/2016,BP,SAVE THE CHANGE,0.43,,13207.5,Savings,Swansea,UK
5765,13/06/2016,DEB,JS ONLINE GROCERY,235.83,,13207.93,Groceries,Swansea,UK
5766,13/06/2016,DEB,Amazon UK Marketpl,26.74,,13443.76,Amazon,Swansea,UK
5767,2016-08-06 00:00:00,DD,LV LIFE,37.12,,13470.5,Insurance,Swansea,UK
5768,2016-08-06 00:00:00,DEB,NON-STG CASH FEE,2.0,,13507.62,Others,Swansea,UK
5769,2016-08-06 00:00:00,DEB,NON-STG TRANS FEE,3.54,,13509.62,Others,Swansea,UK
5770,2016-08-06 00:00:00,DEB,ING BANK,118.56,,13513.16,Others,Swansea,UK
5771,2016-07-06 00:00:00,BP,SAVE THE CHANGE,1.93,,13631.72,Savings,Swansea,UK
5772,2016-06-06 00:00:00,DEB,SCHIMMELPENNICKHUY,385.66,,13633.65,,,
5773,2016-06-06 00:00:00,DEB,NON-STG PURCH FEE,1.0,,14019.31,Others,Swansea,UK
5774,2016-06-06 00:00:00,DEB,NON-STG TRANS FEE,1.25,,14020.31,Others,Swansea,UK
5775,2016-06-06 00:00:00,DEB,NS SCHIPHOL,42.03,,14021.56,Travel,Amsterdam,Netherlands
5776,2016-06-06 00:00:00,DEB,Amazon UK Marketpl,9.75,,14063.59,Amazon,Swansea,UK
5777,2016-06-06 00:00:00,DEB,Amazon UK Marketpl,3.63,,14073.34,Amazon,Swansea,UK
5778,2016-06-06 00:00:00,BP,SAVE THE CHANGE,1.25,,14076.97,Savings,Swansea,UK
5779,2016-03-06 00:00:00,DEB,Amazon UK Marketpl,15.21,,14078.22,Amazon,Swansea,UK
5780,2016-03-06 00:00:00,DEB,Amazon UK Marketpl,5.54,,14093.43,Amazon,Swansea,UK
5781,2016-03-06 00:00:00,DD,ASSURANT INTER LTD,35.56,,14098.97,Insurance,Swansea,UK
5782,2016-03-06 00:00:00,BP,SAVE THE CHANGE,0.65,,14134.53,Savings,Swansea,UK
5783,2016-02-06 00:00:00,DEB,Amazon UK Retail,12.35,,14135.18,Amazon,Swansea,UK
5784,2016-02-06 00:00:00,BP,SAVE THE CHANGE,0.81,,14147.53,Savings,Swansea,UK
5785,2016-01-06 00:00:00,FEE,ACCOUNT FEE,9.95,,14148.34,Bills,Swansea,UK
5786,2016-01-06 00:00:00,DEB,Amazon UK Marketpl,4.2,,14158.29,Amazon,Swansea,UK
5787,2016-01-06 00:00:00,DEB,Amazon UK Marketpl,3.99,,14162.49,Amazon,Swansea,UK
5788,2016-01-06 00:00:00,DD,NATWEST BANK,828.49,,14166.48,Mortgage,Swansea,UK
5789,2016-01-06 00:00:00,DD,CC SWANSEA C.TAX,127.0,,14994.97,Bills,Swansea,UK
5790,2016-01-06 00:00:00,DD,GOOD ENERGY GAS,43.0,,15121.97,Bills,Swansea,UK
5791,2016-01-06 00:00:00,DD,DWR CYMRU W WATER,29.5,,15164.97,Bills,Swansea,UK
5792,2016-01-06 00:00:00,DD,GOOD ENERGY LTD,13.0,,15194.47,Bills,Swansea,UK
5793,2016-01-06 00:00:00,DD,TV LICENCE MBP,12.12,,15207.47,Bills,Swansea,UK
5794,2016-01-06 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,15219.59,Savings,Swansea,UK
5795,2016-01-06 00:00:00,BP,SAVE THE CHANGE,0.33,,15519.59,Savings,Swansea,UK
5796,31/05/2016,DEB,EASYJET   000EQP,665.72,,15519.92,Travel,,
5797,31/05/2016,DEB,Amazon UK Marketpl,6.95,,16185.64,Amazon,Swansea,UK
5798,31/05/2016,DD,UCU B ACCOUNT,22.37,,16192.59,Others,Swansea,UK
5799,31/05/2016,BP,SAVE THE CHANGE,0.57,,16214.96,Savings,Swansea,UK
5800,31/05/2016,BGC,SWANSEA UNI - PAY,,3085.63,16215.53,Paycheck,Swansea,UK
5801,31/05/2016,CPT,LNK SWANSEA 2,50.0,,13129.9,Cash,Swansea,UK
5802,27/05/2016,DEB,ARRIVA TRAINS WALE,137.7,,13179.9,Travel,,
5803,27/05/2016,DEB,Amazon UK Marketpl,3.73,,13317.6,Amazon,Swansea,UK
5804,27/05/2016,BP,SAVE THE CHANGE,0.01,,13321.33,Savings,Swansea,UK
5805,26/05/2016,DEB,Amazon UK Marketpl,17.99,,13321.34,Amazon,Swansea,UK
5806,26/05/2016,BP,SAVE THE CHANGE,1.16,,13339.33,Savings,Swansea,UK
5807,25/05/2016,DEB,Amazon UK Marketpl,9.75,,13340.49,Amazon,Swansea,UK
5808,25/05/2016,DEB,Amazon UK Marketpl,8.09,,13350.24,Amazon,Swansea,UK
5809,25/05/2016,CPT,LOYD WALES UNIV SW,50.0,,13358.33,Cash,Swansea,UK
5810,25/05/2016,BGC,UNIVERSITY OF OXFO,,340.0,13408.33,Supplementary Income,Swansea,UK
5811,24/05/2016,BP,SAVE THE CHANGE,0.93,,13068.33,Savings,Swansea,UK
5812,23/05/2016,DEB,AMAZON MKTPLACE PM,10.9,,13069.26,Amazon,Swansea,UK
5813,23/05/2016,DEB,Amazon UK Marketpl,35.17,,13080.16,Amazon,Swansea,UK
5814,23/05/2016,DD,VIRGIN MEDIA PYMTS,27.99,,13115.33,Bills,Nottingham,UK
5815,23/05/2016,DD,CORGI HOMEPLAN CA,19.5,,13143.32,Home Improvement,Swansea,UK
5816,20/05/2016,CPT,LOYD WALES UNIV SW,50.0,,13162.82,Cash,Swansea,UK
5817,18/05/2016,CPT,LOYD WALES UNIV SW,40.0,,13212.82,Cash,Swansea,UK
5818,18/05/2016,BP,SAVE THE CHANGE,0.21,,13252.82,Savings,Swansea,UK
5819,17/05/2016,DEB,Amazon UK Marketpl,5.79,,13253.03,Amazon,Swansea,UK
5820,17/05/2016,BP,SAVE THE CHANGE,1.34,,13258.82,Savings,Swansea,UK
5821,16/05/2016,DEB,Amazon UK Retail,17.17,,13260.16,Amazon,Swansea,UK
5822,16/05/2016,DEB,Amazon UK Marketpl,11.5,,13277.33,Amazon,Swansea,UK
5823,16/05/2016,DEB,Amazon UK Retail,9.99,,13288.83,Amazon,Swansea,UK
5824,16/05/2016,DD,O2,21.82,,13298.82,Other Shopping,Swansea,UK
5825,13/05/2016,BP,SAVE THE CHANGE,0.32,,13320.64,Savings,Swansea,UK
5826,13/05/2016,BGC,SWANSEA UNIVERSITY,,1019.74,13320.96,Supplementary Income,Swansea,UK
5827,2016-12-05 00:00:00,DEB,Amazon UK Retail,7.99,,12301.22,Amazon,Swansea,UK
5828,2016-12-05 00:00:00,DEB,AMAZON MKTPLACE PM,6.69,,12309.21,Amazon,Swansea,UK
5829,2016-12-05 00:00:00,BP,SAVE THE CHANGE,0.22,,12315.9,Savings,Swansea,UK
5830,2016-11-05 00:00:00,DEB,Amazon UK Retail,17.96,,12316.12,Amazon,Swansea,UK
5831,2016-11-05 00:00:00,DEB,Amazon UK Marketpl,12.82,,12334.08,Amazon,Swansea,UK
5832,2016-11-05 00:00:00,BP,SAVE THE CHANGE,1.42,,12346.9,Savings,Swansea,UK
5833,2016-10-05 00:00:00,DEB,AMAZON MKTPLACE PM,15.1,,12348.32,Amazon,Swansea,UK
5834,2016-10-05 00:00:00,DEB,Amazon UK Marketpl,10.87,,12363.42,Amazon,Swansea,UK
5835,2016-10-05 00:00:00,DEB,Amazon UK Retail,8.97,,12374.29,Amazon,Swansea,UK
5836,2016-10-05 00:00:00,DEB,Amazon UK Marketpl,5.64,,12383.26,Amazon,Swansea,UK
5837,2016-10-05 00:00:00,BP,SAVE THE CHANGE,1.15,,12388.9,Savings,Swansea,UK
5838,2016-09-05 00:00:00,DEB,Amazon UK Marketpl,5.82,,12390.05,Amazon,Swansea,UK
5839,2016-09-05 00:00:00,DEB,Amazon UK Marketpl,2.03,,12395.87,Amazon,Swansea,UK
5840,2016-09-05 00:00:00,DD,LV LIFE,37.12,,12397.9,Insurance,Swansea,UK
5841,2016-06-05 00:00:00,FPO,JAMES DAVIES,40.0,,12435.02,Services,Swansea,UK
5842,2016-06-05 00:00:00,BP,SAVE THE CHANGE,0.7,,12475.02,Savings,Swansea,UK
5843,2016-05-05 00:00:00,FPO,JAMES DAVIES,240.0,,12475.72,Services,Swansea,UK
5844,2016-05-05 00:00:00,DEB,HAMPTON BY HILTON,99.0,,12715.72,Hotels,,
5845,2016-05-05 00:00:00,DEB,KLM UK  074174,168.3,,12814.72,Travel,,
5846,2016-05-05 00:00:00,BP,SAVE THE CHANGE,0.01,,12983.02,Savings,Swansea,UK
5847,2016-04-05 00:00:00,DEB,Amazon UK Marketpl,3.99,,12983.03,Amazon,Swansea,UK
5848,2016-04-05 00:00:00,DEB,EXPEDIA 1118747955,3.0,,12987.02,Travel,,
5849,2016-04-05 00:00:00,BP,SAVE THE CHANGE,3.55,,12990.02,Savings,Swansea,UK
5850,2016-03-05 00:00:00,FEE,ACCOUNT FEE,9.95,,12993.57,Bills,Swansea,UK
5851,2016-03-05 00:00:00,,INTEREST (GROSS),,6.33,13003.52,Interest,Swansea,UK
5852,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,9.42,,12997.19,Amazon,Swansea,UK
5853,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,2.0,,13006.61,Amazon,Swansea,UK
5854,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,4.25,,13008.61,Amazon,Swansea,UK
5855,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,3.95,,13012.86,Amazon,Swansea,UK
5856,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,3.22,,13016.81,Amazon,Swansea,UK
5857,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,2.27,,13020.03,Amazon,Swansea,UK
5858,2016-03-05 00:00:00,DEB,Amazon UK Retail,14.85,,13022.3,Amazon,Swansea,UK
5859,2016-03-05 00:00:00,DEB,Amazon UK Marketpl,6.49,,13037.15,Amazon,Swansea,UK
5860,2016-03-05 00:00:00,DD,NATWEST BANK,828.49,,13043.64,Mortgage,Swansea,UK
5861,2016-03-05 00:00:00,DD,CC SWANSEA C.TAX,127.0,,13872.13,Bills,Swansea,UK
5862,2016-03-05 00:00:00,DD,GOOD ENERGY GAS,43.0,,13999.13,Bills,Swansea,UK
5863,2016-03-05 00:00:00,DD,ASSURANT INTER LTD,35.56,,14042.13,Insurance,Swansea,UK
5864,2016-03-05 00:00:00,DD,DWR CYMRU W WATER,29.5,,14077.69,Bills,Swansea,UK
5865,2016-03-05 00:00:00,DD,GOOD ENERGY LTD,13.0,,14107.19,Bills,Swansea,UK
5866,2016-03-05 00:00:00,DD,TV LICENCE MBP,12.12,,14120.19,Bills,Swansea,UK
5867,2016-03-05 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,14132.31,Savings,Swansea,UK
5868,2016-03-05 00:00:00,BP,SAVE THE CHANGE,0.68,,14432.31,Savings,Swansea,UK
5869,2016-03-05 00:00:00,CPT,LNK SWANSEA WIND S,60.0,,14432.99,Cash,Swansea,UK
5870,29/04/2016,DEB,Amazon Svcs Europe,8.82,,14492.99,Amazon,Swansea,UK
5871,29/04/2016,DEB,Amazon UK Marketpl,8.5,,14501.81,Amazon,Swansea,UK
5872,29/04/2016,CPT,LOYD WALES UNIV SW,40.0,,14510.31,Cash,Swansea,UK
5873,29/04/2016,DD,UCU B ACCOUNT,22.37,,14550.31,Others,Swansea,UK
5874,29/04/2016,BGC,SWANSEA UNI - PAY,,3085.64,14572.68,Paycheck,Swansea,UK
5875,28/04/2016,BP,SAVE THE CHANGE,1.25,,11487.04,Savings,Swansea,UK
5876,27/04/2016,DEB,Amazon UK Marketpl,23.49,,11488.29,Amazon,Swansea,UK
5877,27/04/2016,CPT,LOYD WALES UNIV SW,50.0,,11511.78,Cash,Swansea,UK
5878,27/04/2016,DEB,Amazon UK Marketpl,9.26,,11561.78,Amazon,Swansea,UK
5879,26/04/2016,BP,SAVE THE CHANGE,1.46,,11571.04,Savings,Swansea,UK
5880,25/04/2016,DEB,Amazon UK Retail,34.99,,11572.5,Amazon,Swansea,UK
5881,25/04/2016,DEB,Amazon UK Marketpl,16.45,,11607.49,Amazon,Swansea,UK
5882,25/04/2016,DEB,Amazon UK Marketpl,13.99,,11623.94,Amazon,Swansea,UK
5883,25/04/2016,DEB,Amazon UK Marketpl,3.87,,11637.93,Amazon,Swansea,UK
5884,25/04/2016,DEB,Amazon UK Marketpl,12.86,,11641.8,Amazon,Swansea,UK
5885,25/04/2016,DEB,Amazon UK Marketpl,1.95,,11654.66,Amazon,Swansea,UK
5886,25/04/2016,DEB,Amazon UK Retail,26.43,,11656.61,Amazon,Swansea,UK
5887,25/04/2016,DD,CORGI HOMEPLAN CA,19.5,,11683.04,Home Improvement,Swansea,UK
5888,22/04/2016,CPT,LOYD WALES UNIV SW,40.0,,11702.54,Cash,Swansea,UK
5889,22/04/2016,DEP,SWANSEA UNIVERSITY,,491.23,11742.54,Supplementary Income,Swansea,UK
5890,22/04/2016,BP,SAVE THE CHANGE,0.07,,11251.31,Savings,Swansea,UK
5891,21/04/2016,DEB,HMSHOST AMSTERDAM,21.93,,11251.38,Dine Out,Amsterdam,Netherlands
5892,21/04/2016,DD,VIRGIN MEDIA PYMTS,27.99,,11273.31,Bills,Nottingham,UK
5893,21/04/2016,BP,SAVE THE CHANGE,0.01,,11301.3,Savings,Swansea,UK
5894,20/04/2016,DEB,Amazon UK Retail,11.99,,11301.31,Amazon,Swansea,UK
5895,19/04/2016,BP,SAVE THE CHANGE,0.99,,11313.3,Savings,Swansea,UK
5896,18/04/2016,DEB,HMSHOST AMSTERDAM,30.22,,11314.29,Dine Out,Amsterdam,Netherlands
5897,18/04/2016,DEB,NON-STG PURCH FEE,1.0,,11344.51,Others,Swansea,UK
5898,18/04/2016,DEB,NON-STG TRANS FEE,0.14,,11345.51,Others,Swansea,UK
5899,18/04/2016,DEB,WWW.HOTSPOTSCHIPHO,4.79,,11345.65,,,
5900,18/04/2016,DD,O2,38.92,,11350.44,Other Shopping,Swansea,UK
5901,18/04/2016,BP,SAVE THE CHANGE,1.42,,11389.36,Savings,Swansea,UK
5902,15/04/2016,DEB,Shop 1/ Fashion Sh,72.28,,11390.78,Clothes,,
5903,15/04/2016,DEB,ARRIVA TRAINS WALE,8.3,,11463.06,Travel,,
5904,15/04/2016,BP,SAVE THE CHANGE,0.1,,11471.36,Savings,Swansea,UK
5905,14/04/2016,DEB,JS ONLINE GROCERY,262.9,,11471.46,Groceries,Swansea,UK
5906,14/04/2016,CPT,LNK ARRIVA TRAINS,50.0,,11734.36,Cash,,
5907,14/04/2016,BP,SAVE THE CHANGE,0.5,,11784.36,Savings,Swansea,UK
5908,13/04/2016,DEB,W DAVIES & SON,12.5,,11784.86,Others,Swansea,UK
5909,13/04/2016,CPT,LOYD WALES UNIV SW,40.0,,11797.36,Cash,Swansea,UK
5910,2016-12-04 00:00:00,DEB,THE BIKE HUB,35.0,,11837.36,Other Shopping,,
5911,2016-12-04 00:00:00,CPT,LOYD WALES UNIV SW,50.0,,11872.36,Cash,Swansea,UK
5912,2016-12-04 00:00:00,BP,SAVE THE CHANGE,0.69,,11922.36,Savings,Swansea,UK
5913,2016-11-04 00:00:00,FPO,A.MEADOWCROFT,40.0,,11923.05,Services,Swansea,UK
5914,2016-11-04 00:00:00,DEB,Amazon UK Retail,7.8,,11963.05,Amazon,Swansea,UK
5915,2016-11-04 00:00:00,DEB,Amazon UK Marketpl,1.51,,11970.85,Amazon,Swansea,UK
5916,2016-11-04 00:00:00,BP,SAVE THE CHANGE,0.6,,11972.36,Savings,Swansea,UK
5917,2016-08-04 00:00:00,DEB,CHINA VISA SERVICE,176.0,,11972.96,Travel,,
5918,2016-08-04 00:00:00,DEB,ARRIVA TRAINS WALE,87.4,,12148.96,Travel,,
5919,2016-08-04 00:00:00,CPT,LOYD WALES UNIV SW,50.0,,12236.36,Cash,Swansea,UK
5920,2016-08-04 00:00:00,DD,LV LIFE,37.12,,12286.36,Insurance,Swansea,UK
5921,2016-08-04 00:00:00,BP,SAVE THE CHANGE,0.1,,12323.48,Savings,Swansea,UK
5922,2016-07-04 00:00:00,DEB,LUL TICKET MACHINE,4.9,,12323.58,Travel,London,UK
5923,2016-07-04 00:00:00,DEB,ST GILES HOTEL,239.0,,12328.48,Hotels,,
5924,2016-06-04 00:00:00,CPT,HFX  TOTTENHAM COU,50.0,,12567.48,Cash,London,UK
5925,2016-06-04 00:00:00,DD,CC SWANSEA C.TAX,125.44,,12617.48,Bills,Swansea,UK
5926,2016-06-04 00:00:00,BP,SAVE THE CHANGE,0.1,,12742.92,Savings,Swansea,UK
5927,2016-05-04 00:00:00,DEB,ARRIVA TRAINS WALE,101.0,,12743.02,Travel,,
5928,2016-05-04 00:00:00,DEB,LUL TICKET MACHINE,4.9,,12844.02,Travel,London,UK
5929,2016-05-04 00:00:00,DD,ASSURANT INTER LTD,35.56,,12848.92,Insurance,Swansea,UK
5930,2016-05-04 00:00:00,BP,SAVE THE CHANGE,2.33,,12884.48,Savings,Swansea,UK
5931,2016-04-04 00:00:00,DEB,Amazon UK Marketpl,74.99,,12886.81,Amazon,Swansea,UK
5932,2016-04-04 00:00:00,DEB,Amazon UK Marketpl,20.24,,12961.8,Amazon,Swansea,UK
5933,2016-04-04 00:00:00,DEB,Amazon *Mktplce EU,8.02,,12982.04,Amazon,Swansea,UK
5934,2016-04-04 00:00:00,DEB,Amazon UK Marketpl,5.42,,12990.06,Amazon,Swansea,UK
5935,2016-04-04 00:00:00,BP,SAVE THE CHANGE,0.15,,12995.48,Savings,Swansea,UK
5936,2016-01-04 00:00:00,FEE,ACCOUNT FEE,9.95,,12995.63,Bills,Swansea,UK
5937,2016-01-04 00:00:00,,INTEREST (NET),,5.07,13005.58,Interest,Swansea,UK
5938,2016-01-04 00:00:00,DEB,Amazon UK Marketpl,3.85,,13000.51,Amazon,Swansea,UK
5939,2016-01-04 00:00:00,DD,NATWEST BANK,828.49,,13004.36,Mortgage,Swansea,UK
5940,2016-01-04 00:00:00,DD,GOOD ENERGY GAS,43.0,,13832.85,Bills,Swansea,UK
5941,2016-01-04 00:00:00,DD,DWR CYMRU W WATER,14.5,,13875.85,Bills,Swansea,UK
5942,2016-01-04 00:00:00,DD,GOOD ENERGY LTD,13.0,,13890.35,Bills,Swansea,UK
5943,2016-01-04 00:00:00,DD,TV LICENCE MBP,12.12,,13903.35,Bills,Swansea,UK
5944,2016-01-04 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,13915.47,Savings,Swansea,UK
5945,2016-01-04 00:00:00,BP,SAVE THE CHANGE,1.31,,14215.47,Savings,Swansea,UK
5946,31/03/2016,DEB,Amazon UK Retail,12.45,,14216.78,Amazon,Swansea,UK
5947,31/03/2016,DEB,Amazon UK Marketpl,10.24,,14229.23,Amazon,Swansea,UK
